RAMP3,CRCP
PRSS1 ,DEFA5 
PRSS1 ,SLC1A5 
PRSS1 ,SPINK5 
GRP ,GRPR 
GRP,GRPR 
ADRB2 ,OPRD1 
ADRB2 ,HTR4 
ADRB2 ,SLC9A3R1 
DCN ,THBS1 
DCN ,COL1A2 
DCN ,COL4A2 
DCN ,PLA2G2A 
DCN ,ELN 
DCN ,COL4A5 
DCN ,SFTPD 
DCN ,FBN1 
DCN ,COL4A4 
DCN ,COL4A3 
DCN ,COL14A1 
DCN ,COL4A6 
DCN,THBS1 
DCN,COL1A2 
DCN,MMP2
DCN,MMP7 
DCN,PLA2G2A 
DCN,ELN
DCN,COL5A1 
DCN,COL4A5 
DCN,SFTPD 
DCN,COL4A3
DCN,DPT 
DCN,COL4A6
PSAP ,CTSL 
PSAP ,GUSB 
PSAP ,ITGA5 
PSAP ,CLU 
PSAP ,LAMC1 
PSAP ,IGF2R 
PSAP ,CDH1 
PSAP ,HSP90B1 
PSAP ,FOLR1 
PSAP ,CD44 
PSAP ,M6PR 
PSAP ,COL5A1 
PSAP ,ITGA3 
PSAP ,GRN 
PSAP ,L1CAM 
PSAP ,RYK 
PSAP ,FBN1 
PSAP ,BSG 
PSAP ,BTD 
PSAP ,HSPA13 
PSAP ,PPT1 
PSAP ,ATP1B3 
PSAP ,VCP 
PSAP ,LGALS3BP 
PSAP ,P3H1 
PSAP ,TREML2 
PSAP ,CD276 
PSAP ,SCARB1 
PSAP ,TSPEAR 
PSAP ,SIAE 
PSAP ,CELSR1 
PSAP ,PCYOX1 
PSAP ,DPP7 
PSAP ,HYOU1 
CTSL ,GUSB 
CTSL ,F7
CTSL ,CD7 
CTSL ,CXCL8 
CTSL ,PF4V1 
CTSL ,CLU 
CTSL ,HSP90B1 
CTSL ,IGFBP3 
CTSL ,ITIH1 
CTSL ,RYR1 
CTSL ,RYR1
CTSL ,PRSS3 
CTSL ,ADRA1B 
CTSL ,COL18A1 
CTSL ,OR3A2 
CTSL ,TGM4 
CTSL ,GDF10 
CTSL ,DCD 
CTSL ,LGALS3BP 
CTSL ,SLC1A5
CTSL ,CRELD2 
CTSL ,OR2T6 
CTSL ,SMPDL3A 
CTSL ,RYR2 
CTSL ,OR8D2 
CTSL ,GABBR1 
CD3E ,LGALS1 
CD3E ,LAG3 
CD3E ,CD247 
CD3E ,CD79B 
CD3E ,CD79B
CD3E ,VCP 
CD3E ,TRAT1 
CTSB ,F7 
CTSB ,ANXA7 
CTSB ,SERPINF1 
CTSB ,PTGDS 
CTSB ,CCL20 
CTSB ,MUC2 
CTSB ,LAMC2 
CTSB ,SDF2 
CTSB ,PTPRH 
CTSB ,IL20RA 
CTSB ,FCGBP 
HSP90AA1,LGALS1 
HSP90AA1,HMGB1 
HSP90AA1,ITGA4 
HSP90AA1,PKM 
HSP90AA1,VCAM1 
HSP90AA1,AP2M1 
LAMB1 ,PTPRF
LAMB1 ,LAMC1 
LAMB1 ,COL6A1 
LAMB1 ,PIP 
LAMB1 ,NID1 
LAMB1 ,ITGB4 
LAMB1 ,ITGB4
LAMB1 ,ACHE
LAMB1 ,ITGA6 
LAMB1 ,ITGA6
LAMB1 ,LAMA2 
LAMB1 ,LAMA1 
LAMB1 ,SEMG2 
LAMB1 ,LAMA4 
LAMB1 ,LAMA3 
LAMB1 ,ESR2 
LAMB1 ,ERBIN 
LAMB1 ,LAMC3 
RET,GFRA4
THBS1 ,LGALS1 
THBS1 ,TFPI
THBS1 ,ITGA4 
THBS1 ,NME1 
THBS1 ,MAG 
THBS1 ,MSR1 
THBS1 ,ITGA3 
THBS1 ,DCD 
THBS1 ,ANKAR 
THBS1 ,CRISPLD2 
THBS1 ,ITGA11 
IGF1R ,IGFBP3 
IGF1R ,NAMPT 
IGF1R ,CAMP 
IGF1R ,KL 
RHO ,GRK2 
COL1A2 ,COL5A1 
COL1A2 ,MMP14 
COL1A2 ,LUM 
NGFR ,LINGO1 
NGFR ,LINGO1
NGFR ,SORT1 
NGFR ,SORT1
NGFR ,RTN4R 
CD55 ,CD14 
CD55 ,CR1 
CD55 ,GPLD1 
GUSB ,CTSG 
GUSB ,ITGA5 
GUSB ,CLU 
GUSB ,LAMC1 
GUSB ,IGF2R 
GUSB ,HSP90B1 
GUSB ,FOLR1 
GUSB ,CD44 
GUSB ,AZU1 
GUSB ,M6PR 
GUSB ,COL5A1 
GUSB ,PRTN3 
GUSB ,ITGA3 
GUSB ,L1CAM 
GUSB ,FBN1 
GUSB ,BSG 
GUSB ,BTD 
GUSB ,HSPA13 
GUSB ,PPT1 
GUSB ,ATP1B3 
GUSB ,LGALS3BP 
GUSB ,P3H1 
GUSB ,TREML2 
GUSB ,CD276 
GUSB ,SCARB1 
GUSB ,TSPEAR 
GUSB ,SIAE 
GUSB ,ARL8B 
GUSB ,PCYOX1 
GUSB ,DPP7 
GUSB ,HYOU1 
ELANE ,CTSG 
ELANE ,COL4A2 
ELANE ,SERPINF2 
ELANE ,CSF3
ELANE ,CXCL8 
ELANE ,TFPI
ELANE ,ITGAM 
ELANE ,F5 
ELANE ,PIP 
ELANE ,DEFA4 
ELANE ,ELN 
ELANE ,ELN
ELANE ,VCAM1
ELANE ,AZU1 
ELANE ,PRTN3 
ELANE ,F2R 
ELANE ,GRN
ELANE ,CXCL12
ELANE ,CAMP 
ELANE ,YARS1 
ELANE ,F2RL1 
ELANE ,FCGRT 
ELANE ,DEFA1 
ELANE ,DEFA3 
ELANE ,LRP1 
ELANE ,CHIT1 
ELANE ,CCL15 
ELANE ,CSF3R
ELANE ,DMBT1 
MMP2 ,COL18A1 
MMP2 ,CCL7 
MMP2 ,BCAN 
MMP2 ,SDF4 
MMP2,HAPLN1 
MMP2,FGFR1
MMP2,COL6A3
MMP2,IGFBP3 
MMP2,EPHB2
MMP2,THBS2 
MMP2,TIMP3 
MMP2,CXCL12
MMP2,MMP14 
MMP2,CCL7 
MMP2,LCN2 
MMP2,COL7A1 
MMP2,KISS1 
MMP2,BCAN
MMP2,MMP25 
MMP3 ,SPARC 
MMP3 ,HAPLN1 
MMP3 ,CCL2 
MMP3 ,ACAN 
MMP3 ,TIMP2 
MMP3 ,IGFBP3 
MMP3 ,TIMP3 
MMP3 ,CCL8 
MMP3 ,CCL7 
MMP3 ,SPOCK1 
MMP3 ,BCAN 
MMP3 ,BCAN
MMP3 ,CCL13 
MMP3 ,TIMP4 
MMP3 ,SPOCK3
CTSG ,ITGA2B
CTSG ,F5 
CTSG ,PIP 
CTSG ,DEFA4 
CTSG ,IGFBP3 
CTSG ,VCAM1
CTSG ,AZU1 
CTSG ,PRTN3 
CTSG ,F2R 
CTSG ,CXCL12
CTSG ,CAMP 
CTSG ,F2RL1 
CTSG ,DEFA1 
CTSG ,DEFA3 
CTSG ,LRP1 
CTSG ,ERBIN 
CTSG ,ARL8B 
CTSG ,DMBT1 
ITGA2B ,GP1BB 
ITGA2B ,IL7R 
ITGA2B ,CD9 
ITGA2B ,CALR 
ITGA2B ,CD47 
ITGA2B ,ICAM4 
ITGA2B ,F11R 
ITGA2B,CD47
CD14 ,LBP 
CD14 ,TNFRSF1B 
COL4A2 ,SAA2 
COL4A2 ,COL6A1 
COL4A2 ,BMP3 
COL4A2 ,OSM 
COL4A2 ,ANXA7 
COL4A2 ,BGN 
COL4A2 ,ANTXR2
COL4A2 ,FBLN2 
COL4A2 ,TGFBI 
COL4A2 ,KLK6 
COL4A2 ,CD93 
PTPRC ,FCGR3A 
PTPRC ,MBL2 
PTPRC ,EPOR 
PTPRC ,LEPR 
MET ,PTPRF 
MET ,CDH1 
MET ,HGF 
MET ,HGF
MET ,CD44 
MET ,ITGB4 
MET ,ITGB4
MET ,CNR1 
MET ,PTPRD 
MET ,FAS
MET ,HGFAC 
MET ,PTPRJ 
MET ,NELL1 
MET ,AP2M1 
MET ,SERAC1 
MET ,COL17A1 
ADRB1 ,ADRA2A 
ADRB1 ,DLG1 
CFH ,F7 
CFH ,C4A 
CFH ,PF4V1 
CFH ,ITGAM 
CFH ,ITIH1 
CFH ,PRSS3 
CFH ,ADM 
CFH ,OR3A2 
CFH ,DCD 
CFH ,CFHR1 
CFH ,RYR2 
CFH ,OR8D2 
FGF4 ,FGFR1
FGF4 ,FGFR2
FGF4 ,FGFR4
FGF4 ,FGFR3 
FGF4 ,FGFR3
FCGR3A ,FCGR1A 
ITGA5 ,LGALS1 
ITGA5 ,HMGB1 
ITGA5 ,CTSH 
ITGA5 ,SPP1 
ITGA5 ,CLU 
ITGA5 ,LAMC1 
ITGA5 ,IGF2R 
ITGA5 ,COL6A3
ITGA5 ,ITGA4 
ITGA5 ,PKM 
ITGA5 ,MMP9 
ITGA5 ,FOLR1 
ITGA5 ,CD44 
ITGA5 ,ITGB6 
ITGA5 ,VCAM1 
ITGA5 ,M6PR 
ITGA5 ,COL5A1 
ITGA5 ,TNC 
ITGA5 ,ITGA3 
ITGA5 ,HMGB2 
ITGA5 ,S100A7 
ITGA5 ,L1CAM 
ITGA5 ,FBN1 
ITGA5 ,BSG 
ITGA5 ,FLT4
ITGA5 ,TGFBR1 
ITGA5 ,COL18A1 
ITGA5 ,BTD 
ITGA5 ,HSPA13 
ITGA5 ,CCN3 
ITGA5 ,PPT1 
ITGA5 ,ATP1B3 
ITGA5 ,HSPG2 
ITGA5 ,C1QBP 
ITGA5 ,LGALS3BP 
ITGA5 ,ADAM15 
ITGA5 ,ADAM15
ITGA5 ,LAMA4
ITGA5 ,P3H1 
ITGA5 ,SAR1A 
ITGA5 ,TREML2 
ITGA5 ,CD276 
ITGA5 ,SFRP2 
ITGA5 ,SCARB1 
ITGA5 ,TSPEAR 
ITGA5 ,AP2M1 
ITGA5 ,SFRP2 
ITGA5 ,SIAE 
ITGA5 ,PCYOX1 
ITGA5 ,DPP7 
ITGA5 ,HYOU1 
SERPINF2 ,DEFA1 
SERPINF2 ,KLK6
IL3 ,IL3RA 
IL3 ,CSF2RB 
IL3 ,RUNX1 
F7 ,F7
F7 ,C4A 
F7 ,TFPI 
F7 ,PF4V1 
F7 ,F3 
F7 ,ITIH1 
F7 ,PRSS3 
F7 ,OR3A2 
F7 ,DCD 
F7 ,CDSN 
F7 ,SDF2 
F7 ,RYR2 
F7 ,ERP44 
F7 ,OR8D2 
F7,TFPI
F7,PF4V1 
F7,F3
F7,ITIH1 
F7,ADRA1B 
F7,OR3A2 
F7,DCD 
F7,SLC1A5
F7,OR2T6 
F7,RYR2 
F7,OR8D2 
ANXA5 ,TACSTD2 
ANXA5 ,CLU 
ANXA5 ,PKM 
ANXA5 ,HSP90B1 
ANXA5 ,CD44 
ANXA5 ,ITGB4 
ANXA5 ,ITGA2 
ANXA5 ,S100A4 
ANXA5 ,CALR 
ANXA5 ,PRDX5 
ANXA5 ,BSG 
ANXA5 ,C1QBP 
ANXA5 ,LGALS3BP 
ANXA5 ,FSTL1 
ANXA5 ,PRDX4 
ANXA5 ,SELPLG 
ANXA5 ,P3H1 
ANXA5 ,NAXE 
ANXA5 ,MYDGF 
ANXA5 ,HYOU1 
ANXA5 ,LAMC3 
RPSA ,PKM 
RPSA ,PKM
RPSA ,HSP90B1 
RPSA ,CSF2RA
RPSA ,M6PR 
RPSA ,LAMA2 
RPSA ,CALR 
RPSA ,BSG 
RPSA ,HNRNPM 
RPSA ,ATP1B3 
RPSA ,VCP 
RPSA ,C1QBP 
RPSA ,PRDX4 
RPSA ,TMED1 
RPSA ,SLC1A5 
RPSA ,HSD17B12 
RPSA ,SV2A 
RPSA ,MAMDC2 
RPSA ,SERPINA12 
RPSA ,SDF4 
RPSA ,S1PR5 
RPSA ,PCYOX1 
RPSA ,STOML2 
IL6R,CNTF 
IL6R,IL6ST
HTR1A ,FGFR1 
HTR1A ,S1PR1 
HTR1A ,HTR1D 
HTR1A ,HTR1B 
HTR1A ,GPR26 
HTR1A ,S1PR3 
NMB ,NMBR 
NMB,NMBR 
FGF2 ,FGFR1 
FGF2 ,ANOS1 
FGF2 ,FGFBP1 
MMP7 ,TFPI
MMP7 ,HAPLN1 
MMP7 ,ELN
MMP7 ,DEFA1 
MMP7 ,BCAN 
MMP7 ,HBEGF 
MMP10 ,HAPLN1 
MMP10 ,BCAN 
MMP10 ,BCAN
CD48 ,IL18R1 
CD48 ,CD244 
CXCL1 ,CXCR2 
LGALS1 ,HMGB1 
LGALS1 ,SPP1 
LGALS1 ,IGF2R 
LGALS1 ,ITGA4 
LGALS1 ,PKM 
LGALS1 ,FOLR1 
LGALS1 ,LGALS3 
LGALS1 ,VCAM1 
LGALS1 ,HMGB2 
LGALS1 ,HSPG2 
LGALS1 ,RUNX1 
LGALS1 ,C1QBP 
LGALS1 ,P3H1 
LGALS1 ,SAR1A 
LGALS1 ,RTN4RL2 
LGALS1 ,GPRC5A 
LGALS1 ,ADIPOR1 
LGALS1 ,AP2M1 
LGALS1 ,ERBIN 
LGALS1 ,SDF2L1 
LGALS1 ,SUSD2 
HMGB1 ,CTSH 
HMGB1 ,IGF2R 
HMGB1 ,GP1BB 
HMGB1 ,ITGA4 
HMGB1 ,PKM 
HMGB1 ,VCAM1 
HMGB1 ,HMGB2 
HMGB1 ,S100A7 
HMGB1 ,PPT1 
HMGB1 ,YARS1 
HMGB1 ,HSPG2 
HMGB1 ,C1QBP 
HMGB1 ,AGER 
HMGB1 ,AGER
HMGB1 ,SAR1A 
HMGB1 ,AP2M1 
PAEP ,IL36RN 
SPARC ,VEGFA 
SPARC ,VEGFA
SPARC ,VCAM1 
INHBB ,ACVR1B 
INHBB ,ACVR1B
INHBB ,ACVR2B 
INHBB ,IGSF1 
INHBB ,ACVR1C
CD7 ,SECTM1 
PDGFRB ,PDGFRA 
PDGFRB ,S1PR1 
PDGFRB ,PTPRB 
PDGFRB ,PTPRE 
PDGFRB ,KDR 
PDGFRB ,EPHB1 
PDGFRB ,PLAUR
PDGFRB ,PTPRJ 
PDGFRB ,PTPRO 
PDGFRB ,SLC9A3R1 
PDGFRB ,PDGFD
CTSH ,IGF2R 
CTSH ,ITGA4 
CTSH ,PKM 
CTSH ,VCAM1 
CTSH ,HMGB2 
CTSH ,S100A7 
CTSH ,PPT1 
SCT ,SCTR 
TACSTD2 ,PKM 
TACSTD2 ,HSP90B1 
TACSTD2 ,CD44 
TACSTD2 ,ITGB4 
TACSTD2 ,ITGA2 
TACSTD2 ,CALR 
TACSTD2 ,PRDX5 
TACSTD2 ,BSG 
TACSTD2 ,MYDGF 
C1S ,C4A 
C1S ,PTX3 
CSF3 ,CSF3R 
CSF3,CSF3R
ALPI ,TNXB 
ALPI ,NOTCH3 
C4A ,PF4V1 
C4A ,ITIH1 
C4A ,PRSS3 
C4A ,OR3A2 
C4A ,DCD 
C4A ,RYR2 
C4A ,OR8D2 
C4B ,CD46 
C4B ,CR1 
SAA2 ,LAMA1 
PYY ,NPY1R 
PYY ,NPY2R 
PYY ,NPY5R 
SRGN ,VCAN 
SRGN ,MMP9 
CXCL8 ,CXCL2 
CXCL8 ,CXCR2 
CXCL8 ,CXCL5 
AR ,CALR 
AR ,NR2C2 
AR ,NR0B2 
RARA ,RXRB 
RARA ,ERBB4 
RARA ,PKD1L3 
CDH2 ,FER 
ACR ,ZP2 
SPP1 ,ITGB6 
SPP1 ,ITGA9 
PTPRF ,CDH1 
PTPRF ,NID1 
PTPRF ,ITGB4 
PTPRF ,PTPRD 
PTPRF ,NELL1 
PTPRF ,AP2M1 
PTPRF ,SERAC1 
PTPRF ,COL17A1 
PTPRF,LAMC1 
PTPRF,NID1 
PTPRF,PTPRD
PTPRF,LAMA1 
PTPRF,GRIA3 
NR2F1 ,THRA 
NR2F1 ,HNF4A
C7 ,CLU 
C7 ,VTN 
C7 ,C9 
C7 ,C8A 
C7 ,C8B 
TFPI ,F3 
TFPI,F3
ALPG ,ANPEP 
ALPG ,FOLR1 
PF4V1 ,ITIH1 
PF4V1 ,PRSS3 
PF4V1 ,ADRA1B 
PF4V1 ,OR3A2 
PF4V1 ,DCD 
PF4V1 ,SLC1A5
PF4V1 ,OR2T6 
PF4V1 ,RYR2 
PF4V1 ,OR8D2 
KIT ,EPOR 
KIT ,KITLG 
KIT ,PTPRJ 
KIT ,PTPRU 
KIT,EPOR 
KIT,CD9 
RBP3 ,NOTCH1 
FGF6 ,FGFR1
RARB ,RXRB 
RARB,RXRB 
THRA ,HDGF 
THRA ,C1QBP 
THRA,RXRB 
CLU ,LAMC1 
CLU ,FGFR1 
CLU ,IGF2R 
CLU ,PIP 
CLU ,PKM 
CLU ,HSP90B1 
CLU ,FOLR1 
CLU ,ELN 
CLU ,CD44 
CLU ,M6PR 
CLU ,COL5A1 
CLU ,NR4A1 
CLU ,AZGP1 
CLU ,ITGA3 
CLU ,S100A4 
CLU ,CALR 
CLU ,AOAH 
CLU ,L1CAM 
CLU ,PRSS3 
CLU ,ADRA1B 
CLU ,SAA4 
CLU ,FBN1 
CLU ,BSG 
CLU ,TGFBR1 
CLU ,BTD 
CLU ,LEPR 
CLU ,HSPA13 
CLU ,TGM4 
CLU ,PPT1 
CLU ,ATP1B3 
CLU ,GDF10 
CLU ,LGALS3BP 
CLU ,PRDX4 
CLU ,PAPPA 
CLU ,ICAM4 
CLU ,P3H1 
CLU ,TREML2 
CLU ,CD276 
CLU ,LTBP4 
CLU ,NAXE 
CLU ,SCARB1 
CLU ,TSPEAR 
CLU ,SMPDL3A 
CLU ,OR8D2 
CLU ,SIAE 
CLU ,PCYOX1 
CLU ,DPP7 
CLU ,SMC3 
CLU ,HYOU1 
GHR ,PRLR 
GHR ,GHR 
GHR ,PTPRB 
GHR ,PTPRJ 
HAPLN1 ,VCAN 
IAPP ,IDE 
LAMC1 ,IGF2R 
LAMC1 ,NID1 
LAMC1 ,FOLR1 
LAMC1 ,CD44 
LAMC1 ,ITGB4 
LAMC1 ,ITGB4
LAMC1 ,M6PR 
LAMC1 ,COL5A1 
LAMC1 ,ITGA6 
LAMC1 ,ITGA6
LAMC1 ,LAMA2 
LAMC1 ,LAMA1 
LAMC1 ,ITGA3 
LAMC1 ,L1CAM 
LAMC1 ,FBN1 
LAMC1 ,BSG 
LAMC1 ,BTD 
LAMC1 ,HSPA13 
LAMC1 ,PPT1 
LAMC1 ,ATP1B3 
LAMC1 ,LAMB2 
LAMC1 ,LGALS3BP 
LAMC1 ,NID2 
LAMC1 ,LAMA4 
LAMC1 ,LAMA3 
LAMC1 ,P3H1 
LAMC1 ,TREML2 
LAMC1 ,CD276 
LAMC1 ,SCARB1 
LAMC1 ,TSPEAR 
LAMC1 ,SIAE 
LAMC1 ,PCYOX1 
LAMC1 ,DPP7 
LAMC1 ,HYOU1 
LPL ,LRPAP1 
LPL ,SORT1 
ITGAM ,CEACAM8 
ITGAM ,PLAUR 
ITGAM ,PLAUR
ITGAM ,TGFBI 
ITGAM ,JAM3
MBL2 ,C1QBP 
FGFR1 ,ELN 
FGFR1 ,ANOS1 
FGFR1 ,AOAH 
FGFR1 ,HTR1B 
FGFR1 ,FGF9 
FGFR1 ,ADRA1B 
FGFR1 ,SAA4 
FGFR1 ,TGM4 
FGFR1 ,PAPPA 
FGFR1 ,ICAM4 
FGFR1 ,LTBP4 
FGFR1 ,OR8D2 
FGFR1 ,FGF23 
FGFR1,FGF9 
FGFR1,FGF8
FGFR1,IL17RD
FGFR1,FGF23 
FGFR1,KL 
FGF3 ,FGFR2 
FGF3 ,FGFR2
IGF2R ,ITGA4 
IGF2R ,PKM 
IGF2R ,FOLR1 
IGF2R ,CD44 
IGF2R ,VCAM1 
IGF2R ,M6PR 
IGF2R ,COL5A1 
IGF2R ,ITGA3 
IGF2R ,HMGB2 
IGF2R ,S100A7 
IGF2R ,L1CAM 
IGF2R ,FBN1 
IGF2R ,BSG 
IGF2R ,BTD 
IGF2R ,HSPA13 
IGF2R ,PPT1 
IGF2R ,ATP1B3 
IGF2R ,HSPG2 
IGF2R ,C1QBP 
IGF2R ,LGALS3BP 
IGF2R ,SLC1A5 
IGF2R ,P3H1 
IGF2R ,SAR1A 
IGF2R ,TREML2 
IGF2R ,CD276 
IGF2R ,SCARB1 
IGF2R ,TSPEAR 
IGF2R ,AP2M1 
IGF2R ,SIAE 
IGF2R ,PCYOX1 
IGF2R ,DPP7 
IGF2R ,HYOU1 
MS4A1 ,CD40 
MS4A1 ,CD40
CD79A ,CD79B 
CD79A,CD79B
FGF5 ,VEGFA 
FGF5 ,FGFR2 
COL11A1 ,COL11A2 
COL11A1 ,COL5A1 
COL11A1,DDR1
COL6A1 ,COL6A2 
COL6A3,ITGA1 
PTHLH ,SRPX 
PTHLH ,PTH1R 
PTHLH ,BTN1A1 
PTHLH,PTH1R 
PIP ,DEFA4 
PIP ,PRTN3 
PIP ,AZGP1 
PIP ,DEFA1 
PIP ,DEFA3 
PIP ,SEMG2 
PIP ,ESR2 
PIP ,DMBT1 
FCER1A ,ITIH2 
FCER1A ,FCER1G 
BMP4 ,BGN 
BMP4 ,BMPR1A 
BMP4 ,BMPR1B 
BMP4 ,NOG 
BMP4 ,BMPR2 
BMP4 ,CHRDL2
BMP4 ,BMPER 
BMP4 ,WFIKKN1 
BMP4 ,CHRDL1 
BMP4 ,TWSG1 
BMP4 ,GREM2 
ACE ,AGTR2 
CDH1 ,ITGB4 
CDH1 ,PTPRD 
CDH1 ,ITGB7 
CDH1 ,GRN 
CDH1 ,RYK 
CDH1 ,ITGAE 
CDH1 ,MASP1 
CDH1 ,C1QBP 
CDH1 ,NELL1 
CDH1 ,AP2M1 
CDH1 ,SERAC1 
CDH1 ,COL17A1 
DEFA4 ,PRTN3 
DEFA4 ,DEFA1 
DEFA4 ,DEFA3 
DEFA4 ,DMBT1 
GP1BB ,ITGA4 
GP1BB ,PKM 
GP1BB ,VCAM1 
GP1BB ,CD9 
GP1BB ,YARS1 
GP1BB ,CD47 
IL7 ,IL7R 
IL7 ,IL2RG 
CCL4 ,IDE 
CCL4 ,CCR1 
CCL4 ,CCR3 
CCL4 ,CCR5 
CCL4 ,CCR8 
TDGF1 ,FBLN1 
TDGF1 ,GPC1 
TDGF1 ,ACVR1B 
TDGF1 ,ACVR1B
TDGF1 ,ACVR1C
BMP1 ,ADRA1A 
BMP1 ,DMP1 
BMP1 ,LAMB3 
BMP1 ,LAMC2 
BMP1 ,LAMA3 
BMP1 ,TWSG1 
BMP1 ,CHRD 
BMP1,COL5A1 
BMP1,ADRA1A
BMP1,COL7A1 
BMP1,LAMB3 
BMP1,LAMC2
BMP1,LAMA3
BMP1,TWSG1 
CCL2 ,CCR1 
CCL2 ,CCR5 
ICAM2 ,CD44
ICAM2 ,CD40 
ICAM2 ,SLC7A1 
ICAM2 ,BSG 
ICAM2 ,ATP1B3 
ICAM2 ,CD47 
ICAM2 ,FAP 
ICAM2 ,PTPRJ 
ICAM2 ,IL13RA2 
ICAM2 ,NPTN 
ACAN ,MMP8 
ACAN ,TIMP3 
ACAN ,MMP12 
ACAN ,COMP 
ACAN ,ADAMTS5 
VCAN ,MMP9 
ITGA4 ,PKM 
ITGA4 ,HSP90B1 
ITGA4 ,CD44 
ITGA4 ,VCAM1 
ITGA4 ,VCAM1
ITGA4 ,ITGB7 
ITGA4 ,HMGB2 
ITGA4 ,CALR 
ITGA4 ,S100A7 
ITGA4 ,THBS2 
ITGA4 ,HSPA13 
ITGA4 ,PPT1 
ITGA4 ,YARS1 
ITGA4 ,CXCR4 
ITGA4 ,HSPG2 
ITGA4 ,C1QBP 
ITGA4 ,CD47 
ITGA4 ,CD47
ITGA4 ,EFEMP1 
ITGA4 ,MADCAM1 
ITGA4 ,MADCAM1
ITGA4 ,ICAM4 
ITGA4 ,ICAM4
ITGA4 ,SAR1A 
ITGA4 ,SDF2 
ITGA4 ,AP2M1 
ITGA4 ,ADAM2 
ITGA4 ,SDF4 
ITGA4 ,ERP44 
ITGA4 ,SDF2L1 
ITGA4 ,HYOU1 
ITGA4 ,EMILIN1 
OSM ,COL4A5 
OSM ,IL6ST
OSM ,LIFR 
OSM ,COL4A3 
OSM ,COL4A3
OSM ,COL4A6 
OSM ,COL4A6
HLA-E ,KLRC1 
HLA-E ,KLRC2 
HLA-E ,CALR 
HLA-E ,B2M 
HLA-E ,KLRD1 
EDN3,CMA1 
EDN3,EDNRB
HGF ,CD44 
HGF ,HGFAC 
HGF,CD44 
HGF,LCN2 
HGF,HGFAC 
PRF1 ,CALR 
DRD2 ,ADORA2A 
DRD2 ,SSTR5 
DRD2,SSTR5 
DRD2,GRIA1 
NID1 ,LAMA1 
NID1 ,HSPG2 
NID1 ,COL4A3
PLA2G2A ,PLA2R1
PLA2G2A ,CRELD2 
PKM ,HSP90B1 
PKM ,FOLR1 
PKM ,NME1 
PKM ,CD44 
PKM ,ITGB4 
PKM ,ITGA2 
PKM ,VCAM1 
PKM ,S100A4 
PKM ,HMGB2 
PKM ,CALR 
PKM ,PRDX5 
PKM ,S100A7 
PKM ,BSG 
PKM ,PPT1 
PKM ,HNRNPM 
PKM ,YARS1 
PKM ,HSPG2 
PKM ,DST 
PKM ,C1QBP 
PKM ,LGALS3BP 
PKM ,PRDX4 
PKM ,ITPR3 
PKM ,SLC1A5 
PKM ,P3H1 
PKM ,SAR1A 
PKM ,RTN4RL2 
PKM ,NAXE 
PKM ,GPRC5A 
PKM ,HTRA1 
PKM ,MYDGF 
PKM ,AP2M1 
PKM ,STOML2 
PKM ,TAOK2 
PKM ,HYOU1 
HSP90B1 ,CD44 
HSP90B1 ,ITGB4 
HSP90B1 ,ITGA2 
HSP90B1 ,NR4A1 
HSP90B1 ,S100A4 
HSP90B1 ,CALR 
HSP90B1 ,GRN 
HSP90B1 ,PRDX5 
HSP90B1 ,BSG 
HSP90B1 ,HSPA13 
HSP90B1 ,VCP 
HSP90B1 ,LGALS3BP 
HSP90B1 ,EFEMP1 
HSP90B1 ,PRDX4 
HSP90B1 ,P3H1 
HSP90B1 ,SDF2 
HSP90B1 ,SERPINA12 
HSP90B1 ,NAXE 
HSP90B1 ,MYDGF 
HSP90B1 ,SDF4 
HSP90B1 ,ERP44 
HSP90B1 ,SDF2L1 
HSP90B1 ,HYOU1 
IL1R1 ,IL1RN 
IL1R1 ,IL1RN
IL1R1 ,IL1RAP 
MMP9 ,ELN
MMP9 ,AREG 
MMP9 ,TIMP2 
MMP9 ,CD44 
MMP9 ,CD44
MMP9 ,LGALS3 
MMP9 ,CXCL2 
MMP9 ,PZP 
MMP9 ,EPHB2
MMP9 ,COL4A5 
MMP9 ,BTC 
MMP9 ,THBS2 
MMP9 ,TIMP3 
MMP9 ,COL18A1 
MMP9 ,CXCL5 
MMP9 ,COL4A4 
MMP9 ,CXCL6 
MMP9 ,LCN2 
MMP9 ,COL4A3 
MMP9 ,COL4A3
MMP9 ,LRP1 
MMP9 ,COL4A6 
MMP9 ,COL4A6
MMP9 ,KISS1 
MMP9 ,SCUBE3 
MMP9 ,MMP26 
CNTN1 ,PTPRA 
IL2RB ,IL2RG 
IL2RB ,IL15 
IL2RB ,IL2 
IL2RB ,IL15RA 
GABRA1 ,GABRB1 
GABRA1 ,GABRG2 
GABRA1 ,DRD4 
GABRA1 ,GABRB3 
GABRA1 ,GABRB3
GABRA1 ,GABRA3 
GABRA1 ,GABRB2 
GABRA1 ,GABRB2
GABRA1 ,GABRA4 
GABRA1 ,GABRA6 
GABRA1 ,GABRG1 
GABRA1 ,GABRG3 
GABRA1 ,GABRQ 
LIF ,IL6ST 
LIF ,IL6ST
LIF ,LIFR 
ANPEP ,FOLR1 
PVR ,CD226 
PVR ,TIGIT 
PVR ,PLA2G3 
IL9 ,IL9R
FOLR1 ,CD44 
FOLR1 ,M6PR 
FOLR1 ,COL5A1 
FOLR1 ,ITGA3 
FOLR1 ,L1CAM 
FOLR1 ,FBN1 
FOLR1 ,BSG 
